동호회명,시도명,시군구명,종목명,부종목명,장애유형명,운영시간내용,동호회 소개내용
(도비)사비파크골프클럽,충청남도,충청남도 부여군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토 오후3시,
서구파크골프동호인,광주광역시,광주광역시 서구,파크골프,,기타장애,매주 월.금.13시30분,남여노소가할수있은운동
(도비)아산온아파크골프스포츠클럽,충청남도,충청남도 아산시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 16:00~17:00,
강서어울림파크골프동호회,서울특별시,서울특별시 강서구,파크골프,골프,기타장애,매주토요일 오후 1시,여러 장애 유형의 장애인과 비장애인의 파크골프를 통해 서로를 이해 하며 외부 활동이 어려워 운동 부족한 쟁야인에게 파코골프를 통해 체력 증진
군포장애인골프,경기도,경기도 군포시,파크골프,,지체(척수 및 절단 및 기타)장애,매주화요일 2시,"군포장애인골프 클럽은 지체, 뇌병변, 지적 장애인등 다양한 장애인들과 비장애인이 함께 어울리며  재활 및 건강을 위해 즐겁고 활기차게 활동하고 있습니다."
(기금) 2023 까치내파크골프클럽,충청북도,충청북도 청주시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화 오전 8시-12시,
(도비)콘도르파크골프스포츠클럽,충청남도,충청남도 천안시,파크골프,,기타장애,매주 금 14:00 ~ 16:00,
버디버디골프클럽,경기도,경기도 의정부시,파크골프,,지체(척수 및 절단 및 기타)장애,매주목14:00~16:00,
아리랑클럽,경상남도,경상남도 양산시,파크골프,골프,지체(척수 및 절단 및 기타)장애,"매주,토.일오전9시","아리랑클럽은 회원 상호간의 신의를 가지고 각자 체력단련을 하며,  건강한 마음을 가지고자 노력하는 활기찬 클럽입니다."
영도파크골프클럽,부산광역시,부산광역시 영도구,파크골프,,기타장애,매주화.목오후1시,다양한장애인들의건강을위해  매주활발히 운동하는클럽입니다.
꿈담 클럽,경기도,경기도 광주시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일 오후2시,장애인의 생활 체육 활동을 촉진하고 장애인의 재활 운동에 목적을 두고 있습니다.
달구벌파크골프클럽,대구광역시,대구광역시 달서구,파크골프,,기타장애,"매주 화,토 오후 2시","운동강도에 비해서 유산소운동의 효과가 뛰어나고, 특히 자연 속에서 어린아이와 노인이 세대를 뛰어넘어서, 장애인과 비장애인이 다함께 어울릴 수 있는 파크골프를 즐기는 생활체육클럽입니다.  성별,나이,장애 유무와 상관없이 누구나 회원이 될 수 있는 어울림 클럽으로 주 2회 이상 체육활동에 참여하여 회원 상호간 친목을 도모하고 건강하고 행복한 삶을 누리는 것을 그 목적으로 하는 어울림 생활체육클럽입니다."
(도비) 2023년서천군장애인파크골프클럽,충청남도,충청남도 서천군,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 토,오전 11시",
둥지파크,경상남도,경상남도 양산시,파크골프,,발달(지적/자폐)장애,매주수.목4시,
불꽃스윙파크골프동호회,경상북도,경상북도 칠곡군,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 화,금 9시, 하계 7시",
의왕시도깨비파크골프,경기도,경기도 의왕시,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 토 오전10시,
합천파크골프,경상남도,경상남도 합천군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 목 오후2시,저희 합천호 파크골프클럽은 장애인 및 일반인 모두 구분없이 어울림으로 화합과친목으로써 다양하게 건강을 위하여할수있는 운동으로써 회원들에 호감도가 젤 높은 클럽입니다.
동구파크골프클럽,경기도,경기도 구리시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 일. 오전9시,구리시 왕숙천 토평교밑 구리시 장애인파크골프장
미추홀구지회,인천광역시,인천광역시 미추홀구,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 화~토 오후2시,스포츠 운동을 통해 몸 건강 마음건강하게 하고자 함.
뚜벅이 파크골프 동호회,광주광역시,광주광역시 광산구,파크골프,,지체(척수 및 절단 및 기타)장애,월. 목 오후3시,누구나 생활체육으로  함께 어울리며 즐겁고 재미있게 파크골프를 배우고 싶으신분 환영합니디~
김포시장애인골프협회클럽,경기도,경기도 김포시,파크골프,,발달(지적/자폐)장애,목 14:00~16:00,김포시장애인골프협회클럽입니다.
한마음파크골프클럽,대구광역시,대구광역시 달서구,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 화,토",한마음 클럽은 장애유형이 달라도 나이차이가 많아도 서로 이해관계가 잘성형되고  단합이 잘되어 소개의 단계로 신입회원들이 늘어남.
2023 전북장애인생활체육 전주파크골프클럽,전라북도,전라북도 전주시,파크골프,,지체(척수 및 절단 및 기타)장애,매주 수 오후 3시,
빛고을파크골프동호인,광주광역시,광주광역시 서구,파크골프,,기타장애,"매주 월,수 13시30",회원간에상부상조하는단체로누구나운동할수있은파크골프동호인클럽입니다
(도비)2023년 예산 한사랑 파크골프 스포츠클럽,충청남도,충청남도 예산군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 목 오후 1시30분,안녕하세요.  저희 예산 한사랑 파크골프 클럽은 매주 목요일 13시30분~15시30분 까지  무한천파크골프장에서 연습이 있습니다. 초보자든 고급자든 누구나 함께할 수 있으니 예산군내 파크골프에 관심있으신 분들은 많은 관심과 참여 바랍니다.
전라남도장애인골프협회 담양군지부,전라남도,전라남도 담양군,파크골프,,지체(척수 및 절단 및 기타)장애,매주 목요일 오후 3시30~,전남 담양군 백진공원 파크골프장에서 활동하는 파크골프 클럽입니다.   많은 참여 부탁드립니ㅏㄷ.
아리랑A파크골프클럽,경상남도,경상남도 양산시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주토,일 오후1시",양산시장애인파크골프협회 소속 파크골프 동아리아리랑A파크골프클럽
(도비) 2023 사하파크골프클럽,충청북도,충청북도 제천시,파크골프,,발달(지적/자폐)장애,매주 수요일 오전 9시,제천시에 소재한 장애인거주시설 이용인들이 활동하는 사하파크골프클럽 모임입니다.
남구재석파크골프동호인,광주광역시,광주광역시 남구,파크골프,,기타장애,매주.화.목.13시30분,남구재석산의정기을받아서로화합하고건강한생활위한클럽
김포시장애인골프협회,경기도,경기도 김포시,파크골프,골프,발달(지적/자폐)장애,매주 금 오후3시,
무지개파크골프클럽,광주광역시,광주광역시 서구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 월.목.10시,다양한 장애유형이 함께 활동하며 신체운동과 사회적응 훈련을 하고 있습니다.
킹스필드,서울특별시,서울특별시 노원구,파크골프,,비장애인,매주 토 10~17시,즐겁게 골프합시다.
부산북구장애인파크골프클럽,부산광역시,부산광역시 북구,파크골프,,뇌병변장애,매주 수요일 오후2시,파크골프 운동을 통한 장애인의 체력증진과 건강한 삶의 질 향상
부천드림골프클럽,경기도,경기도 부천시원미구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 화 목 오후2시,"우리 클럽은 장애인골프클럽으로,장애인들이 파크골프를 통하여 사회활동과 재활의 의지를 불태우며 적극적인 활동을 하고 있으므로 경기도에서의 전폭적인 지원이 필요합니다"
(지방비)양양군지체장애인파크골프동호인클럽,강원도,강원도 양양군,파크골프,,지체(척수 및 절단 및 기타)장애,매주목요일 오후2시,
하사가파크골프동호회,부산광역시,부산광역시 동구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토요일,"2012년 부터 파크골프 동호회 활동을 시작하였으며, 클럽명칭의 의미는  하늘 만큼 땅만큼 사랑하는 가족입니다.  지체장애인과 뇌변병 장애인이 대부분이며, 장애인 회원들을 도와주는 비장애인 몇 분으로 구성된 동호회 입니다.  매주 토요일, 월 4회 정기 파크골프 라운딩을 통하여 친목과 스포츠활동을 하고 있습니다."
은평파크골프클럽,서울특별시,서울특별시 은평구,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 화, 금 오전 9시(4시간)",은평구 지체장애인 생활체육 파크골프 동호인클럽
여주시골프협회클럽,경기도,경기도 여주시,파크골프,골프,지체(척수 및 절단 및 기타)장애,매주 토 09:11,
화성피닉스클럽,경기도,경기도 화성시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 화, 목 오후 1시~3시",
부천그레이트골프클럽,경기도,경기도 부천시원미구,파크골프,,지체(척수 및 절단 및 기타)장애,매주 토용 오호 토2시~3시,
삼척시장애인파크골프협회,강원도,강원도 삼척시,파크골프,,지체(척수 및 절단 및 기타)장애,매주월.수.금 오전 10~오후3시,삼척시 장애인 파크골프협회는 22년 중앙과 도장애인골프협회의 인준을 받아 장애인 파크골프의 불모지인 이곳 삼척에 삼척시장애인골프협회를 창립하여 장애인들의 생활에 활력을 주고 함께 어울려 건강하고 삶에 즐거움을 얻도록 최선의 노력을 다하고 있으며 그 동안 회원 증원을 위해 노력한 바 많은 회원님들께서 회원가입을 해주어 참으로 활력이 넘침니다. 부디 우리 삼척시장애인 골프협회의 발전을 위해 많은 조언과 도움 부탁드립니다.
이글파크골프클럽,대구광역시,대구광역시 달서구,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 토,일 오후2시","본 클럽은 2016년에 처음으로 설립되어 장애인의 건강을 위하고, 일반인과의 교류를 통해   사회참여 확대와 삶의질을 향상시키는데 목적을두고 계속 해 오고있습니다."
광명시파크골프클럽,경기도,경기도 광명시,파크골프,,지체(척수 및 절단 및 기타)장애,"매주 화,목 13시",
펜싱동호인클럽,광주광역시,광주광역시 서구,펜싱,,기타장애,"매주 수,금 오후2시",광주 펜싱 동호인 클럽 입  김건우    010-5330-4171
남가람장애인펜싱클럽,경상남도,경상남도 진주시,펜싱,,지체(척수 및 절단 및 기타)장애,"매주 수, 오후 3시",중증장애인으로 구성되어 있는 펜싱클럽입니다.
(도비)장애청소년뉴스포츠교실,충청남도,충청남도 청양군,플라잉디스크,뉴스포츠,기타장애,"매주 월, 10시 40분",
뉴-스포츠,경상남도,경상남도 남해군,플라잉디스크,뉴스포츠,발달(지적/자폐)장애,매주 월요일 13시-15시,
(도비)지적장애뉴스포츠교실,충청남도,충청남도 청양군,플라잉디스크,뉴스포츠,발달(지적/자폐)장애,"매주 월, 오후 3시",
아름다운 비행,경상남도,경상남도 김해시,플라잉디스크,,발달(지적/자폐)장애,매주 수 오후1시30분,"아름다운 비행은 플라잉디스크를 통해 장애인들의 건강증진  및 정신적, 사회적 발달을 촉진시키는데 목적을 두고 있으며 장애인들의 생활체육 활성화와 장애체육 발전을 위한 동아리입니다. 비장애인들과 화합하여 함께 출발하고자 합니다."
